"CHR"	"POS"	"cas.129"
"chr1"	6800000	-1.33053120330987
"chr1"	6850000	-0.606374838273538
"chr1"	6900000	0.0881640296193741
"chr1"	6950000	0.681824039973745
"chr1"	7000000	1.22988526553376
"chr1"	7050000	1.45196691122492
"chr1"	7100000	1.25078087148415
"chr1"	7150000	1.27515796491628
"chr1"	7200000	0.954868573842537
"chr1"	7250000	0.418090823256398
"chr1"	7300000	0.291394581580741
"chr1"	7350000	-0.00468154561446211
"chr1"	7400000	-0.544170618042898
"chr1"	7450000	-0.779808181662474
"chr1"	7500000	-1.26232163698094
"chr1"	7550000	-1.49978388383426
"chr1"	7600000	-1.7243063273736
"chr1"	7650000	-2.25692904318461
"chr1"	7700000	-2.26358578938375
"chr1"	7750000	-2.44319097763009
"chr1"	7800000	-2.54066575220207
"chr1"	7850000	-2.78410145022406
"chr1"	7900000	-3.09234206048977
"chr1"	7950000	-2.8108779886213
"chr1"	8000000	-2.53605290024021
"chr1"	8050000	-2.09810655501811
"chr1"	8100000	-2.02829654267102
"chr1"	8150000	-2.19900057298222
"chr1"	8200000	-2.07307434909845
"chr1"	8250000	-2.53634665835183
"chr1"	8300000	-2.57377542675262
"chr1"	8350000	-2.4084159263434
"chr1"	8400000	-2.0243592056284
"chr1"	8450000	-1.34347912694494
"chr1"	8500000	-0.763701976638334
"chr1"	8550000	-0.346431652259808
"chr1"	8600000	-0.57395550968789
"chr1"	8650000	-1.05998210482823
"chr1"	8700000	-1.5365578687581
"chr1"	8750000	-1.87122208874211
"chr1"	8800000	-1.57004946250107
"chr1"	8850000	-0.95095181875521
"chr1"	8900000	-0.553732840561151
"chr1"	8950000	-0.720134340197309
"chr1"	9000000	-1.23234208174405
"chr1"	9050000	-1.54526417375722
"chr1"	9100000	-2.10139233227685
"chr1"	9150000	-2.04158495048057
"chr1"	9200000	-2.2048587915517
"chr1"	9250000	-1.73074543660745
"chr1"	9300000	-0.986693743536902
"chr1"	9350000	-0.489048315469524
"chr1"	9400000	0.0848675510493496
"chr1"	9450000	0.879661342176701
"chr1"	9500000	1.43669028232359
"chr1"	9550000	1.69659550909611
"chr1"	9600000	2.33666463814426
"chr1"	9650000	2.54831170599148
"chr1"	9700000	2.75507764319055
"chr1"	9750000	2.89603899310781
"chr1"	9800000	2.85422625619665
"chr1"	9850000	2.81034358818983
"chr1"	9900000	3.0428734684631
"chr1"	9950000	3.32317394560459
"chr1"	10000000	3.08672980173409
"chr1"	10050000	2.46857795383821
"chr1"	10100000	1.92731155601901
"chr1"	10150000	1.2832830896776
"chr1"	10200000	0.835549546110154
"chr1"	10250000	0.143900744090978
"chr1"	10300000	-0.54929945060489
"chr1"	10350000	-0.937788322554577
"chr1"	10400000	-1.45036753620906
"chr1"	10450000	-1.62907085301105
"chr1"	10500000	-1.85910071649294
"chr1"	10550000	-1.79285535236249
"chr1"	10600000	-1.56791624891569
"chr1"	10650000	-1.05436960611833
"chr1"	10700000	-0.775114585057396
"chr1"	10750000	-0.0104974635418144
"chr1"	10800000	0.684535935721102
"chr1"	10850000	1.04185586344224
"chr1"	10900000	0.902333102670088
"chr1"	10950000	0.55817571113835
"chr1"	11000000	0.260476759149937
"chr1"	11050000	0.0633620609974296
"chr1"	11100000	0.27190773905036
"chr1"	11150000	0.631218091682029
"chr1"	11200000	1.29675945079306
"chr1"	11250000	1.60822240699027
"chr1"	11300000	1.94156077465814
"chr1"	11350000	1.97607911970491
"chr1"	11400000	2.20761137762993
"chr1"	11450000	1.86361974604517
"chr1"	11500000	1.54432051622381
"chr1"	11550000	0.900342585168823
"chr1"	11600000	0.675819453381259
"chr1"	11650000	0.205534007375627
"chr1"	11700000	-0.367160037338215
"chr1"	11750000	-0.644620891660646
"chr1"	11800000	-1.30374262249058
"chr1"	11850000	-1.38400064081071
"chr1"	11900000	-1.88906957184897
"chr1"	11950000	-1.49712534855412
"chr1"	12000000	-1.30648534922504
"chr1"	12050000	-1.41045876425241
"chr1"	12100000	-1.59631342505768
"chr1"	12150000	-1.79033969951445
"chr1"	12200000	-1.89870823521181
"chr1"	12250000	-1.85103117249026
"chr1"	12300000	-1.6566234858486
"chr1"	12350000	-1.56634682255381
"chr1"	12400000	-1.32215653207268
"chr1"	12450000	-0.827018027974694
"chr1"	12500000	-0.326919616238921
"chr1"	12550000	0.506983949574566
"chr1"	12600000	1.13993026114448
"chr1"	12650000	1.8705426778607
"chr1"	12700000	2.01252709787616
"chr1"	12750000	2.17882014096095
"chr1"	12800000	2.50993179067889
"chr1"	12850000	2.73511003758772
"chr1"	12900000	2.76446162301353
"chr1"	12950000	3.36575008919024
"chr1"	13000000	3.63510643795771
"chr1"	13050000	3.51619691530942
"chr1"	13100000	3.63899994475641
"chr1"	13150000	3.66991661812825
"chr1"	13200000	3.28621744737647
"chr1"	13250000	2.74858751380773
"chr1"	13300000	2.28438372602723
"chr1"	13350000	2.38218125974809
"chr1"	13400000	2.25499708676838
"chr1"	13450000	2.15270687742948
"chr1"	13500000	2.68698098363332
"chr1"	13550000	2.94464723212721
"chr1"	13600000	2.95812570057702
"chr1"	13650000	2.61942447099898
"chr1"	13700000	2.29760622314463
"chr1"	13750000	1.28598219677594
"chr1"	13800000	0.490395930960669
"chr1"	13850000	-0.177318283613427
"chr1"	13900000	-0.836676235280356
"chr1"	13950000	-1.1807317563989
"chr1"	14000000	-1.32432659093588
"chr1"	14050000	-1.27385808896292
"chr1"	14100000	-0.950118851323558
"chr1"	14150000	-1.03104682771616
"chr1"	14200000	-1.14813631267703
"chr1"	14250000	-0.837314779344835
"chr1"	14300000	-0.547046779482445
"chr1"	14350000	-0.745002913231624
"chr1"	14400000	-1.03437039140621
"chr1"	14450000	-1.07147446900378
"chr1"	14500000	-0.737745218633106
"chr1"	14550000	-0.264759571564994
"chr1"	14600000	0.217292519079756
"chr1"	14650000	0.183379808383329
"chr1"	14700000	0.117846735870682
"chr1"	14750000	-0.392733388828665
"chr1"	14800000	-0.935311011757559
"chr1"	14850000	-1.58222233837624
"chr1"	14900000	-2.00590060143968
"chr1"	14950000	-2.62144574328416
"chr1"	15000000	-3.001932612534
"chr1"	15050000	-3.28019312191184
"chr1"	15100000	-3.6831306317982
"chr1"	15150000	-3.53786078899921
"chr1"	15200000	-3.64385618977472
"chr1"	15250000	-3.60313270363567
"chr1"	15300000	-3.66228689518191
"chr1"	15350000	-3.4999222814583
"chr1"	15400000	-3.0096551379833
"chr1"	15450000	-2.72758980135707
"chr1"	15500000	-2.12884108248267
"chr1"	15550000	-1.59794814231564
"chr1"	15600000	-0.768638006093608
"chr1"	15650000	-0.102575398054349
"chr1"	15700000	0.322799550692108
"chr1"	15750000	0.831942565214455
"chr1"	15800000	0.715716904882791
"chr1"	15850000	0.675635132572242
"chr1"	15900000	0.193823269139677
"chr1"	15950000	-0.00434827682721477
"chr1"	16000000	0.130072453375548
"chr1"	16050000	0.201030601683173
"chr1"	16100000	0.229892523847199
"chr1"	16150000	0.0851430945814246
"chr1"	16200000	-0.483793242841766
"chr1"	16250000	-0.918058386463824
"chr1"	16300000	-1.05988905411159
"chr1"	16350000	-0.836296615607991
"chr1"	16400000	-0.324374926989331
"chr1"	16450000	0.289114356652345
"chr1"	16500000	0.973621200211951
"chr1"	16550000	1.49353947295756
"chr1"	16600000	1.85171280053682
"chr1"	16650000	1.84263902458481
"chr1"	16700000	1.17790495688781
"chr1"	16750000	0.650501988356165
"chr1"	16800000	0.392244413743503
"chr1"	16850000	-0.0550777543572145
"chr1"	16900000	-0.559527453344886
"chr1"	16950000	-1.0542870738695
"chr1"	17000000	-1.19662528885186
"chr1"	17050000	-0.93966778357422
"chr1"	17100000	-0.427185469989419
"chr1"	17150000	-0.106492980541176
"chr1"	17200000	0.449027603448629
"chr1"	17250000	0.213141649069504
"chr1"	17300000	-0.441427634403865
"chr1"	17350000	-1.0084122398162
"chr1"	17400000	-1.40526834094995
"chr1"	17450000	-1.71088294692049
"chr1"	17500000	-2.16565899478917
"chr1"	17550000	-2.41866874972571
"chr1"	17600000	-2.51999864448108
"chr1"	17650000	-2.78522465269226
"chr1"	17700000	-2.89400930431179
"chr1"	17750000	-2.97690852562404
"chr1"	17800000	-2.758393445665
"chr1"	17850000	-2.39245399636157
"chr1"	17900000	-2.13553789586828
"chr1"	17950000	-2.37318099418238
"chr1"	18000000	-2.66087216679033
"chr1"	18050000	-3.01584151647933
"chr1"	18100000	-2.88691430445314
"chr1"	18150000	-2.54917792558118
"chr1"	18200000	-2.42241790758895
"chr1"	18250000	-2.43060878347154
"chr1"	18300000	-2.77401646056279
"chr1"	18350000	-3.21403335373221
"chr1"	18400000	-3.48797251067911
"chr1"	18450000	-3.61470984411521
"chr1"	18500000	-3.42193573868568
"chr1"	18550000	-3.41319615245468
"chr1"	18600000	-3.62766112682901
"chr1"	18650000	-3.47544901597467
"chr1"	18700000	-3.08224513197932
"chr1"	18750000	-3.17271012786885
"chr1"	18800000	-3.37961544506801
"chr1"	18850000	-3.25169817200589
"chr1"	18900000	-3.45740203559558
"chr1"	18950000	-3.63949978473059
"chr1"	19000000	-3.460618045547
"chr1"	19050000	-3.35037207290151
"chr1"	19100000	-3.13178407802941
"chr1"	19150000	-2.72542909966908
"chr1"	19200000	-2.59550599496263
"chr1"	19250000	-2.80404826225366
"chr1"	19300000	-3.32251443711892
"chr1"	19350000	-3.4974179828472
"chr1"	19400000	-3.56413735104379
"chr1"	19450000	-3.52085831021255
"chr1"	19500000	-3.66147955766934
"chr1"	19550000	-3.98339509289592
"chr1"	19600000	-3.87499363893297
"chr1"	19650000	-3.56056115723102
"chr1"	19700000	-3.71366483943696
"chr1"	19750000	-3.82895445866377
"chr1"	19800000	-3.68499131905243
"chr1"	19850000	-3.66713104230198
"chr1"	19900000	-3.68345236412052
"chr1"	19950000	-3.80234990388641
"chr1"	20000000	-3.51392896873739
"chr1"	20050000	-3.80906191698073
"chr1"	20100000	-3.9490160712812
"chr1"	20150000	-3.75833924495877
"chr1"	20200000	-3.63344728205719
"chr1"	20250000	-3.7464813892864
"chr1"	20300000	-3.56301994784048
"chr1"	20350000	-3.16305501207527
"chr1"	20400000	-2.79311555527435
"chr1"	20450000	-2.18405354470718
"chr1"	20500000	-1.29085976126695
"chr1"	20550000	-0.636896576786338
"chr1"	20600000	0.0679642701497738
"chr1"	20650000	0.872020135761466
"chr1"	20700000	1.59781510279322
"chr1"	20750000	2.24545474524257
"chr1"	20800000	2.19118545587087
"chr1"	20850000	1.83773592336876
"chr1"	20900000	1.69103209471903
"chr1"	20950000	1.58981190038255
"chr1"	21000000	1.36507102485185
"chr1"	21050000	1.40880554556733
"chr1"	21100000	1.38553898936474
"chr1"	21150000	1.66520478812419
"chr1"	21200000	1.77112814317068
"chr1"	21250000	1.48904621130747
"chr1"	21300000	0.949456815190578
"chr1"	21350000	0.168881872238569
"chr1"	21400000	-0.606327821649259
"chr1"	21450000	-1.37732957071658
"chr1"	21500000	-2.01505733853955
"chr1"	21550000	-2.57595501022737
"chr1"	21600000	-3.17862787699692
"chr1"	21650000	-3.58410041820916
"chr1"	21700000	-4.08404470958328
"chr1"	21750000	-3.93859945533586
"chr1"	21800000	-4.02773143125527
"chr1"	21850000	-3.90095967239074
"chr1"	21900000	-3.88287591112345
"chr1"	21950000	-3.3974735935313
"chr1"	22000000	-3.26922833824405
"chr1"	22050000	-3.22832537709019
"chr1"	22100000	-2.90358777906842
"chr1"	22150000	-2.78505625494883
"chr1"	22200000	-2.33276475614759
"chr1"	22250000	-2.16623807114311
"chr1"	22300000	-1.90263100431779
"chr1"	22350000	-1.76836079044174
"chr1"	22400000	-1.55151141955069
"chr1"	22450000	-1.66333536185574
"chr1"	22500000	-1.68154316874909
"chr1"	22550000	-1.95190571179896
"chr1"	22600000	-2.41703985218999
"chr1"	22650000	-2.80201950532244
"chr1"	22700000	-3.12290932317742
"chr1"	22750000	-3.67069237474704
"chr1"	22800000	-3.71437890909897
"chr1"	22850000	-3.65608249210798
"chr1"	22900000	-4.07251895235617
"chr1"	22950000	-4.03301505722796
"chr1"	23000000	-3.73787152514787
"chr1"	23050000	-3.31234911807535
"chr1"	23100000	-3.49043799563663
"chr1"	23150000	-3.23725278750642
"chr1"	23200000	-3.38008119190271
"chr1"	23250000	-3.30605308887786
"chr1"	23300000	-3.14564759840523
"chr1"	23350000	-3.06047385902631
"chr1"	23400000	-3.39665252382147
"chr1"	23450000	-3.77462792887877
"chr1"	23500000	-3.64171727901839
"chr1"	23550000	-3.62156351515627
"chr1"	23600000	-3.38303960919075
"chr1"	23650000	-3.18182358468888
"chr1"	23700000	-2.70357942567166
"chr1"	23750000	-2.03539976694446
"chr1"	23800000	-1.6369016104258
"chr1"	23850000	-1.31488710950679
"chr1"	23900000	-0.765100591968822
"chr1"	23950000	-0.550804337086958
"chr1"	24000000	-0.812860443205488
"chr1"	24050000	-1.11212883624608
"chr1"	24100000	-1.43945859487031
"chr1"	24150000	-2.22473882852147
"chr1"	24200000	-2.5557176809453
"chr1"	24250000	-3.00729827942241
"chr1"	24300000	-3.54752472640467
"chr1"	24350000	-3.69310871575907
"chr1"	24400000	-3.80540927774263
"chr1"	24450000	-3.76692005765837
"chr1"	24500000	-3.38944118341199
"chr1"	24550000	-3.70585506162618
"chr1"	24600000	-2.44139590650328
"chr1"	24650000	-2.95713259710106
"chr1"	24700000	-2.541988814898
"chr1"	24750000	-2.43995790842319
"chr1"	24800000	-2.50810546537299
"chr1"	24850000	-2.96056985517146
"chr1"	24900000	-2.74737736005619
"chr1"	24950000	-2.54999484031709
"chr1"	25000000	-2.36156204217557
"chr1"	25050000	-2.67695828480193
"chr1"	25100000	-2.90689059560852
"chr1"	25150000	-3.01246935196222
"chr1"	25200000	-3.13580473634036
"chr1"	25250000	-3.18405187114509
"chr1"	25300000	-3.45560121043754
"chr1"	25350000	-3.56436559611404
"chr1"	25400000	-3.55254102302878
"chr1"	25450000	-3.82806832391652
"chr1"	25500000	-3.69061428828502
"chr1"	25550000	-3.86789646399265
"chr1"	25600000	-3.67660392057732
"chr1"	25650000	-3.8169409708868
"chr1"	25700000	-3.88463409734736
"chr1"	25750000	-3.82010682946645
"chr1"	25800000	-3.55107213265153
"chr1"	25850000	-3.36162379596926
"chr1"	25900000	-3.2959612437178
"chr1"	25950000	-3.51180938838128
"chr1"	26000000	-3.45098419568524
"chr1"	26050000	-3.4701530431099
"chr1"	26100000	-3.4842553329598
"chr1"	26150000	-3.01948343541553
"chr1"	26200000	-2.98859523672775
"chr1"	26250000	-2.40612983121254
"chr1"	26300000	-2.10194820762631
"chr1"	26350000	-2.35104642677896
"chr1"	26400000	-2.34914956362239
"chr1"	26450000	-2.99169209862227
"chr1"	26500000	-3.40599235967584
"chr1"	26550000	-3.2505434616506
"chr1"	26600000	-3.26480878280985
"chr1"	26650000	-3.5403894646339
"chr1"	26700000	-3.24860531239469
"chr1"	26750000	-3.3390016082463
"chr1"	26800000	-3.51856374997566
"chr1"	26850000	-3.83242410263449
"chr1"	26900000	-3.38088773420681
"chr1"	26950000	-3.52849554906213
"chr1"	27000000	-3.60059913176206
"chr1"	27050000	-3.4585685046176
"chr1"	27100000	-3.48938484073892
"chr1"	27150000	-2.89353584971883
"chr1"	27200000	-3.47031993478003
"chr1"	27250000	-3.38067188576002
"chr1"	27300000	-3.22322322760236
"chr1"	27350000	-3.33272862648896
"chr1"	27400000	-3.26113641076861
"chr1"	27450000	-3.12269672393302
"chr1"	27500000	-3.14627373337767
"chr1"	27550000	-3.44708322620965
"chr1"	27600000	-3.49452228310566
"chr1"	27650000	-3.16833700453912
"chr1"	27700000	-3.2621754031047
"chr1"	27750000	-3.74668074899942
"chr1"	27800000	-3.02780169907908
"chr1"	27850000	-3.63384196941207
"chr1"	27900000	-3.35084429905619
"chr1"	27950000	-3.56279111972254
"chr1"	28000000	-3.31002132820319
"chr1"	28050000	-3.38358261280115
"chr1"	28100000	-3.13326653086346
"chr1"	28150000	-3.36773178450049
"chr1"	28200000	-3.22180679314051
"chr1"	28250000	-3.17080068889918
"chr1"	28300000	-3.34749146653779
"chr1"	28350000	-3.57800974007939
"chr1"	28400000	-3.17745867412772
"chr1"	28450000	-3.35623421692468
"chr1"	28500000	-3.4087270393843
"chr1"	28550000	-3.38968716673409
"chr1"	28600000	-3.01112074022952
"chr1"	28650000	-3.50901364748786
"chr1"	28700000	-3.22881869049588
"chr1"	28750000	-3.10852445677817
"chr1"	28800000	-3.42349907802704
"chr1"	28850000	-3.29170417289923
"chr1"	28900000	-3.65535182861255
"chr1"	28950000	-3.56310306675742
"chr1"	29000000	-3.48807640558419
"chr1"	29050000	-3.52613743137513
"chr1"	29100000	-3.50695998871988
"chr1"	29150000	-3.13732033601038
"chr1"	29200000	-3.40511400650357
"chr1"	29250000	-3.58992875361451
"chr1"	29300000	-3.54333875705636
"chr1"	29350000	-3.17740496656314
"chr1"	29400000	-3.39550922726847
"chr1"	29450000	-3.32707139816332
"chr1"	29500000	-3.30050911125246
"chr1"	29550000	-3.61856271108668
"chr1"	29600000	-3.36309728386377
"chr1"	29650000	-3.50661644900141
"chr1"	29700000	-3.99731924040385
"chr1"	29750000	-3.75356756150334
"chr1"	29800000	-3.78510211521048
"chr1"	29850000	-3.30523450806813
"chr1"	29900000	-3.09163047546557
"chr1"	29950000	-2.86825023294285
"chr1"	30000000	-2.87446911791614
"chr1"	30050000	-3.22402074548322
"chr1"	30100000	-3.51556621210501
"chr1"	30150000	-3.81255591121457
"chr1"	30200000	-4.02584000493526
"chr1"	30250000	-3.66636817025201
"chr1"	30300000	-3.67613517203107
"chr1"	30350000	-3.0920428293536
"chr1"	30400000	-2.91125578816992
"chr1"	30450000	-2.65691714749148
"chr1"	30500000	-2.1409632257458
"chr1"	30550000	-1.57678856927546
"chr1"	30600000	-0.807483647914561
"chr1"	30650000	-0.0100321535737389
"chr1"	30700000	0.740613371181351
"chr1"	30750000	1.67235560781768
"chr1"	30800000	2.24988085806648
"chr1"	30850000	2.47121022153198
"chr1"	30900000	2.24934168938517
"chr1"	30950000	1.75849265486759
"chr1"	31000000	0.81137693481279
"chr1"	31050000	0.17732427865864
"chr1"	31100000	-0.626348407948546
"chr1"	31150000	-1.45533886400341
"chr1"	31200000	-2.11341298035166
"chr1"	31250000	-2.74046043152819
"chr1"	31300000	-3.50750636064116
"chr1"	31350000	-3.52997541893538
"chr1"	31400000	-3.75559349436786
"chr1"	31450000	-3.82374936030827
"chr1"	31500000	-4.16378284854878
"chr1"	31550000	-3.73283770854353
"chr1"	31600000	-3.55931391335055
"chr1"	31650000	-3.29863292740179
"chr1"	31700000	-3.03172201526118
"chr1"	31750000	-3.39401571025079
"chr1"	31800000	-3.43222726057636
"chr1"	31850000	-3.19460763840713
"chr1"	31900000	-2.78150790263073
"chr1"	31950000	-3.02366267777437
"chr1"	32000000	-3.43375669662543
"chr1"	32050000	-3.41085698334032
"chr1"	32100000	-3.52497083804485
"chr1"	32150000	-3.39365078243087
"chr1"	32200000	-3.62197307187627
"chr1"	32250000	-3.46132202516358
"chr1"	32300000	-3.8151603245464
"chr1"	32350000	-3.58205090530125
"chr1"	32400000	-3.61187923374382
"chr1"	32450000	-3.87015332020712
"chr1"	32500000	-3.35551750457581
"chr1"	32550000	-3.60329271715685
"chr1"	32600000	-3.81440393465213
"chr1"	32650000	-4.0374428152554
"chr1"	32700000	-3.69504242400137
"chr1"	32750000	-3.82329646592663
"chr1"	32800000	-3.78711898281334
"chr1"	32850000	-3.62737625595137
"chr1"	32900000	-3.35658763623933
"chr1"	32950000	-3.10193816376622
"chr1"	33000000	-2.99440598352678
"chr1"	33050000	-2.94075549017056
"chr1"	33100000	-2.30970371103028
"chr1"	33150000	-1.96009796129173
"chr1"	33200000	-1.81335366267905
"chr1"	33250000	-1.30614509764643
"chr1"	33300000	-0.822552753023965
"chr1"	33350000	-0.455814637183089
"chr1"	33400000	0.0752120442205478
"chr1"	33450000	0.531233727449216
"chr1"	33500000	1.15338963371601
"chr1"	33550000	1.84717038402252
"chr1"	33600000	2.50708032863244
"chr1"	33650000	3.15036273506379
"chr1"	33700000	3.39732852556225
"chr1"	33750000	3.2841453333108
"chr1"	33800000	3.38919132179204
"chr1"	33850000	3.56489504742921
"chr1"	33900000	3.36515324039871
"chr1"	33950000	3.00237536576917
"chr1"	34000000	2.83589808583651
"chr1"	34050000	2.49831175914939
"chr1"	34100000	2.31864965505513
"chr1"	34150000	1.92967195776698
"chr1"	34200000	2.08578590911777
"chr1"	34250000	2.19357872383171
"chr1"	34300000	2.48776696562476
"chr1"	34350000	2.2078101780766
"chr1"	34400000	2.56758042249292
"chr1"	34450000	2.35254920560439
"chr1"	34500000	1.99444582551381
"chr1"	34550000	1.45300076622713
"chr1"	34600000	1.14008977190155
"chr1"	34650000	1.20484874370436
"chr1"	34700000	1.18206500144349
"chr1"	34750000	1.45085661180266
"chr1"	34800000	1.71063548524698
"chr1"	34850000	1.39119714770296
"chr1"	34900000	1.03267389568635
"chr1"	34950000	0.544894185541694
"chr1"	35000000	0.218522311603791
"chr1"	35050000	-0.130736178800656
"chr1"	35100000	-0.0887409615762542
"chr1"	35150000	-0.0274698350348454
"chr1"	35200000	0.444578173876372
"chr1"	35250000	-0.0712180865660348
"chr1"	35300000	-0.452187517140047
"chr1"	35350000	-0.825222692109351
"chr1"	35400000	-1.1093166943435
"chr1"	35450000	-1.27382586755463
"chr1"	35500000	-0.909475567744054
"chr1"	35550000	-0.321399538354288
"chr1"	35600000	0.2846227430628
"chr1"	35650000	0.936441961904847
"chr1"	35700000	1.5968790137254
"chr1"	35750000	2.06383161186924
"chr1"	35800000	2.55852909286838
"chr1"	35850000	2.9658969593726
"chr1"	35900000	3.04106456551299
"chr1"	35950000	3.3229278835905
"chr1"	36000000	3.59798498151474
"chr1"	36050000	3.86951407389786
"chr1"	36100000	3.62289382745741
"chr1"	36150000	3.36570766779644
"chr1"	36200000	3.46094181980199
"chr1"	36250000	3.61872217476095
"chr1"	36300000	3.72465455973173
"chr1"	36350000	3.49042901593678
"chr1"	36400000	3.56088684200822
"chr1"	36450000	3.52571505410493
"chr1"	36500000	3.74082186324196
"chr1"	36550000	3.83249001949791
"chr1"	36600000	3.52918650525089
"chr1"	36650000	3.62311605118528
"chr1"	36700000	3.68872359899143
"chr1"	36750000	3.74612133988271
"chr1"	36800000	3.33498424771281
"chr1"	36850000	3.27925902535189
"chr1"	36900000	3.44567584088434
"chr1"	36950000	3.43253073544384
"chr1"	37000000	3.1788739581698
"chr1"	37050000	3.19283386048161
"chr1"	37100000	2.78861835947602
"chr1"	37150000	2.43301864458507
"chr1"	37200000	2.42525450331921
"chr1"	37250000	2.22719980679406
"chr1"	37300000	2.06912772729619
"chr1"	37350000	1.5815877739405
"chr1"	37400000	1.13009557401567
"chr1"	37450000	1.26603113704335
"chr1"	37500000	1.83139045178689
"chr1"	37550000	2.05795817834258
"chr1"	37600000	1.99911644681883
"chr1"	37650000	1.6474346630938
"chr1"	37700000	1.3737117944419
"chr1"	37750000	1.27313722008158
"chr1"	37800000	1.66440404772868
"chr1"	37850000	2.31773624194054
"chr1"	37900000	2.70695302509977
"chr1"	37950000	2.79848338821404
"chr1"	38000000	1.94420491131039
"chr1"	38050000	1.66573724616341
"chr1"	38100000	1.40539724982275
"chr1"	38150000	1.08025295597542
"chr1"	38200000	0.375104433128482
"chr1"	38250000	-0.346633566876938
"chr1"	38300000	-0.918913363548862
"chr1"	38350000	-1.32905046036085
"chr1"	38400000	-1.51237259215881
"chr1"	38450000	-1.56282756725939
"chr1"	38500000	-1.27869486740553
"chr1"	38550000	-1.18118747934243
"chr1"	38600000	-0.696020704228008
"chr1"	38650000	-0.654844425322085
"chr1"	38700000	-0.409573072650988
"chr1"	38750000	-0.196919733042722
"chr1"	38800000	0.0507051616888452
"chr1"	38850000	0.0670204108334186
"chr1"	38900000	-0.0173895610087102
"chr1"	38950000	0.0743447221143284
"chr1"	39000000	0.0188660736046354
"chr1"	39050000	-0.213345490545835
"chr1"	39100000	-0.0485339894738139
"chr1"	39150000	0.292793474690327
"chr1"	39200000	0.61104124931266
"chr1"	39250000	1.04846811681119
"chr1"	39300000	1.69602915206178
"chr1"	39350000	2.12427157092618
"chr1"	39400000	2.18660374258894
"chr1"	39450000	2.33186364790712
"chr1"	39500000	2.31950390605251
"chr1"	39550000	2.12317674225083
"chr1"	39600000	1.61571443945958
"chr1"	39650000	1.34229589258132
"chr1"	39700000	1.13148716614813
"chr1"	39750000	0.959195449156109
"chr1"	39800000	1.32236192289872
"chr1"	39850000	1.65191828921847
"chr1"	39900000	1.2415671497996
"chr1"	39950000	0.840232913817753
"chr1"	40000000	0.38993044470447
"chr1"	40050000	0.0522129055388991
"chr1"	40100000	-0.617482742407472
"chr1"	40150000	-1.07722136137382
"chr1"	40200000	-1.39491079942693
"chr1"	40250000	-1.0680481044064
